evtime,evlat,evlon,evdp,evmg,evphase
1988-11-05T02:14:30.070000Z,34.3515,91.8463,5.1,6.2,S
1988-10-10T18:20:25.630000Z,-28.5860,-177.5699,28.0,6.3,S
1988-10-08T04:46:25.130000Z,-18.8201,-172.4075,42.4,6.6,S
1988-09-14T03:59:57.590000Z,49.8120,78.8027,0.0,6.1,S
1988-09-07T11:53:25.480000Z,30.3115,137.4972,501.8,6.7,S
1988-08-20T23:09:10.140000Z,26.7198,86.6261,64.6,6.8,S
1988-08-17T01:59:07.620000Z,-7.6925,107.1569,27.0,6.0,S
1988-08-10T13:11:21.780000Z,-14.9460,167.2820,147.0,6.8,S
1988-08-10T04:38:27.420000Z,-10.3229,160.8581,40.4,7.2,S
1988-08-06T09:03:21.860000Z,36.5153,71.0675,192.6,6.3,S
1988-08-06T06:26:59.760000Z,-7.2060,150.9999,55.7,6.1,S
1988-08-06T00:36:25.540000Z,25.1297,95.1493,100.1,6.8,S
1988-07-31T12:50:11.400000Z,-22.2649,171.0182,85.0,6.6,S
1988-07-27T21:55:14.070000Z,-13.2124,167.0225,213.0,6.7,S
1988-07-25T06:46:02.420000Z,-6.0688,133.6644,0.0,7.0,S
1988-07-23T15:17:08.480000Z,-6.5245,152.7870,17.0,6.7,S
1988-07-23T14:25:37.130000Z,-22.0694,174.8922,19.0,6.6,S
1988-07-19T01:00:20.570000Z,-19.5605,-175.0606,146.4,6.4,S
1988-07-11T00:12:35.120000Z,5.3336,126.6325,70.6,6.0,S
1988-07-06T15:54:17.620000Z,41.7190,144.2433,19.3,6.3,S
1988-07-05T20:32:06.440000Z,-5.9112,148.7753,44.5,6.8,S
1988-07-03T11:43:12.770000Z,8.9346,137.9118,15.0,6.6,S
1988-07-02T10:01:32.600000Z,-14.3300,167.1246,176.8,6.3,S
1988-06-27T06:07:54.020000Z,-20.2396,169.3007,91.3,6.0,S
1988-06-19T20:19:53.170000Z,12.4018,121.0654,17.0,6.6,S
1988-06-11T12:17:26.570000Z,-15.2126,-173.5332,41.8,6.3,S
1988-06-05T18:22:51.530000Z,-15.3924,167.5196,136.9,6.4,S
1988-06-03T23:27:35.760000Z,-44.8589,167.6402,82.0,6.7,S
1988-05-30T21:11:09.020000Z,-7.4895,128.3768,67.0,6.9,S
1988-05-16T23:07:40.270000Z,-13.9426,166.2638,39.1,6.1,S
1988-05-07T01:59:27.130000Z,42.5488,143.7140,80.8,6.0,S
