GSRM v2.1,"76 47' 52.67"" S","35 24' 56.84"" E",8.26,310.38,5.35,-6.29,AN(NNR)
,-76.797964,35.415790,,,,,
GSRM v2.1,"76 47' 52.67"" S","144 35' 3.16"" E",13.48,162.72,-12.87,4,AN(NNR)
,-76.797964,144.584210,,,,,
GSRM v2.1,"76 44' 27.26"" S","171 44' 16.25"" W",16.48,127.94,-10.13,13,AN(NNR)
,-76.740905,-171.737848,,,,,
GSRM v2.1,"76 44' 27.26"" S","8 15' 43.75"" W",12,2.38,11.99,0.5,AN(NNR)
,-76.740905,-8.262152,,,,,
GSRM v2.1,"76 44' 27.26"" S","8 15' 43.75"" E",10.46,345.46,10.13,-2.63,AN(NNR)
,-76.740905,8.262152,,,,,
GSRM v2.1,"76 44' 27.26"" S","171 44' 16.25"" E",15.53,140.55,-11.99,9.87,AN(NNR)
,-76.740905,171.737848,,,,,
GSRM v2.1,"76 31' 56.79"" S","121 43' 2.91"" W",17.83,91.15,-0.36,17.82,AN(NNR)
,-76.532441,-121.717474,,,,,
GSRM v2.1,"76 31' 56.79"" S","58 16' 57.09"" W",15.97,44.48,11.4,11.19,AN(NNR)
,-76.532441,-58.282526,,,,,
GSRM v2.1,"76 31' 56.79"" S","58 16' 57.09"" E",7.3,272.80,0.36,-7.3,AN(NNR)
,-76.532441,58.282526,,,,,
GSRM v2.1,"76 31' 56.79"" S","121 43' 2.91"" E",11.42,183.33,-11.4,-0.66,AN(NNR)
,-76.532441,121.717474,,,,,
GSRM v2.1,"76 27' 33.09"" S","95 3' 8.88"" W",17.55,71.80,5.48,16.67,AN(NNR)
,-76.459192,-95.052467,,,,,
GSRM v2.1,"76 27' 33.09"" S","84 56' 51.12"" W",17.25,64.42,7.45,15.56,AN(NNR)
,-76.459192,-84.947533,,,,,
GSRM v2.1,"76 27' 33.09"" S","84 56' 51.12"" E",8.19,227.99,-5.48,-6.08,AN(NNR)
,-76.459192,84.947533,,,,,
GSRM v2.1,"76 27' 33.09"" S","95 3' 8.88"" E",8.96,213.73,-7.45,-4.97,AN(NNR)
,-76.459192,95.052467,,,,,
GSRM v2.1,"76 12' 17.32"" S","136 7' 47.03"" W",17.81,101.53,-3.56,17.45,AN(NNR)
,-76.204811,-136.129731,,,,,
GSRM v2.1,"76 12' 17.32"" S","43 52' 12.97"" W",15.09,33.68,12.56,8.37,AN(NNR)
,-76.204811,-43.870269,,,,,
GSRM v2.1,"76 12' 17.32"" S","43 52' 12.97"" E",7.56,298.09,3.56,-6.67,AN(NNR)
,-76.204811,43.870269,,,,,
GSRM v2.1,"76 12' 17.32"" S","136 7' 47.03"" E",12.78,169.13,-12.56,2.41,AN(NNR)
,-76.204811,136.129731,,,,,
GSRM v2.1,"76 7' 24.98"" S",0 E,11.21,355.52,11.18,-0.88,AN(NNR)
,-76.123605,0.000000,,,,,
GSRM v2.1,"76 7' 24.98"" S",180 E,16.19,133.65,-11.18,11.72,AN(NNR)
,-76.123605,180.000000,,,,,
GSRM v2.1,"76 4' 5.37"" S","104 47' 0.79"" W",17.87,78.96,3.42,17.53,AN(NNR)
,-76.068157,-104.783552,,,,,
GSRM v2.1,"76 4' 5.37"" S","75 12' 59.21"" W",16.98,57.49,9.13,14.32,AN(NNR)
,-76.068157,-75.216448,,,,,
GSRM v2.1,"76 4' 5.37"" S","75 12' 59.21"" E",7.48,242.77,-3.42,-6.65,AN(NNR)
,-76.068157,75.216448,,,,,
GSRM v2.1,"76 4' 5.37"" S","104 47' 0.79"" E",9.75,200.64,-9.13,-3.44,AN(NNR)
,-76.068157,104.783552,,,,,
GSRM v2.1,"75 20' 47.24"" S","128 27' 49.3"" W",18.18,95.91,-1.87,18.09,AN(NNR)
,-75.346456,-128.463695,,,,,
GSRM v2.1,"75 20' 47.24"" S","51 32' 10.7"" W",15.83,40.50,12.03,10.28,AN(NNR)
,-75.346456,-51.536305,,,,,
GSRM v2.1,"75 20' 47.24"" S","51 32' 10.7"" E",6.91,285.72,1.87,-6.65,AN(NNR)
,-75.346456,51.536305,,,,,
GSRM v2.1,"75 20' 47.24"" S","128 27' 49.3"" E",12.09,174.51,-12.03,1.16,AN(NNR)
,-75.346456,128.463695,,,,,
GSRM v2.1,"75 19' 7.41"" S","113 46' 21.6"" W",18.21,85.49,1.43,18.15,AN(NNR)
,-75.318724,-113.772666,,,,,
GSRM v2.1,"75 19' 7.41"" S","66 13' 38.4"" W",16.75,51.41,10.44,13.09,AN(NNR)
,-75.318724,-66.227334,,,,,
GSRM v2.1,"75 19' 7.41"" S","66 13' 38.4"" E",6.84,257.92,-1.43,-6.69,AN(NNR)
,-75.318724,66.227334,,,,,
GSRM v2.1,"75 19' 7.41"" S","113 46' 21.6"" E",10.57,188.89,-10.44,-1.63,AN(NNR)
,-75.318724,113.772666,,,,,
GSRM v2.1,"75 16' 16.42"" S","157 4' 43.31"" W",17.55,116.28,-7.77,15.73,AN(NNR)
,-75.271228,-157.078698,,,,,
GSRM v2.1,"75 16' 16.42"" S","22 55' 16.69"" W",13.49,18.04,12.82,4.18,AN(NNR)
,-75.271228,-22.921302,,,,,
GSRM v2.1,"75 16' 16.42"" S","22 55' 16.69"" E",8.85,331.37,7.77,-4.24,AN(NNR)
,-75.271228,22.921302,,,,,
GSRM v2.1,"75 16' 16.42"" S","157 4' 43.31"" E",14.76,150.30,-12.82,7.32,AN(NNR)
,-75.271228,157.078698,,,,,
GSRM v2.1,"75 9' 18.48"" S","165 4' 38.57"" W",17.25,121.97,-9.13,14.63,AN(NNR)
,-75.155134,-165.077381,,,,,
GSRM v2.1,"75 9' 18.48"" S","14 55' 21.43"" W",12.72,11.39,12.47,2.51,AN(NNR)
,-75.155134,-14.922619,,,,,
GSRM v2.1,"75 9' 18.48"" S","14 55' 21.43"" E",9.63,341.53,9.13,-3.05,AN(NNR)
,-75.155134,14.922619,,,,,
GSRM v2.1,"75 9' 18.48"" S","165 4' 38.57"" E",15.42,143.98,-12.47,9.07,AN(NNR)
,-75.155134,165.077381,,,,,
GSRM v2.1,"75 6' 38.09"" S","149 4' 44.77"" W",17.86,110.50,-6.26,16.73,AN(NNR)
,-75.110580,-149.079104,,,,,
GSRM v2.1,"75 6' 38.09"" S","30 55' 15.23"" W",14.24,24.82,12.92,5.98,AN(NNR)
,-75.110580,-30.920896,,,,,
GSRM v2.1,"75 6' 38.09"" S","30 55' 15.23"" E",8.08,320.70,6.26,-5.12,AN(NNR)
,-75.110580,30.920896,,,,,
GSRM v2.1,"75 6' 38.09"" S","149 4' 44.77"" E",14.1,156.44,-12.92,5.64,AN(NNR)
,-75.110580,149.079104,,,,,
GSRM v2.1,"74 46' 16.14"" S","172 47' 34.59"" W",16.96,127.28,-10.28,13.5,AN(NNR)
,-74.771150,-172.792943,,,,,
GSRM v2.1,"74 46' 16.14"" S","7 12' 25.41"" W",11.95,5.18,11.9,1.08,AN(NNR)
,-74.771150,-7.207057,,,,,
GSRM v2.1,"74 46' 16.14"" S","7 12' 25.41"" E",10.4,351.01,10.28,-1.62,AN(NNR)
,-74.771150,7.207057,,,,,
GSRM v2.1,"74 46' 16.14"" S","172 47' 34.59"" E",16.07,137.80,-11.9,10.79,AN(NNR)
,-74.771150,172.792943,,,,,
GSRM v2.1,"74 40' 46.34"" S","141 21' 39.61"" W",18.2,104.90,-4.68,17.59,AN(NNR)
,-74.679539,-141.361002,,,,,
GSRM v2.1,"74 40' 46.34"" S","38 38' 20.39"" W",14.98,31.44,12.78,7.81,AN(NNR)
,-74.679539,-38.638998,,,,,
GSRM v2.1,"74 40' 46.34"" S","38 38' 20.39"" E",7.33,309.66,4.68,-5.64,AN(NNR)
,-74.679539,38.638998,,,,,
GSRM v2.1,"74 40' 46.34"" S","141 21' 39.61"" E",13.43,162.10,-12.78,4.13,AN(NNR)
,-74.679539,141.361002,,,,,
GSRM v2.1,"74 32' 58.43"" S",90 W,18,68.87,6.49,16.79,AN(NNR)
